CAPITULO,COD_CID,DESCRICAO_CID,GRUPO
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S789,Amputaçăo traumática do quadril e coxa nível năo especificado,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S79,Outros traumatismos e os năo especificados do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S797,Traumatismos múltiplos do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S798,Outros traumatismos especificados do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S799,Traumatismo năo especificado do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S80,Traumatismo superficial da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S800,Contusăo do joelho,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S801,Contusăo de outras partes e de partes năo especificadas da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S807,Traumatismos superficiais múltiplos da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S808,Outros traumatismos superficiais da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S809,Traumatismo superficial năo especificado da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S81,Ferimento da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S810,Ferimento do joelho,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S817,Ferimentos múltiplos da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S818,Ferimento de outras partes da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S819,"Ferimento da perna, parte năo especificada",Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S82,Fratura da perna incluindo tornozelo,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S820,Fratura da rótula [patela],Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S821,Fratura da extremidade proximal da tíbia,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S822,Fratura da diáfise da tíbia,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S823,Fratura da extremidade distal da tíbia,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S824,Fratura do perônio [fíbula],Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S825,Fratura do maléolo medial,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S826,Fratura do maléolo lateral,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S827,Fraturas múltiplas da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S828,Fratura de outras partes da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S829,"Fratura da perna, parte năo especificada",Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S83,Luxaçăo entorse e distensăo das articulaçőes e dos ligamentos do joelho,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S830,Luxaçăo da rótula [patela],Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S831,Luxaçăo do joelho,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S832,"Ruptura do menisco, atual",Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S833,Ruptura atual da cartilagem da articulaçăo do joelho,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S834,Entorse e distensăo envolvendo ligamento colateral (peronial) (tibial) do joelho,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S835,Entorse e distensăo envolvendo ligamento cruzado (anterior) (posterior) do joelho,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S836,Entorse e distensăo de outras partes e das năo especificadas do joelho,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S837,Traumatismo de estruturas múltiplas do joelho,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S84,Traumatismo de nervos perifericos da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S840,Traumatismo do nervo tibial ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S841,Traumatismo do nervo peronial ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S842,Traumatismo do nervo cutâneo sensitivo ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S847,Traumatismo de múltiplos nervos ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S848,Traumatismo de outros nervos ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S849,Traumatismo de nervo năo especificado ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S85,Traumatismo de vasos sanguíneos da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S850,Traumatismo da artéria poplítea,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S851,Traumatismo da artéria tibial (anterior) (posterior),Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S852,Traumatismo da artéria peronial,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S853,Traumatismo da veia grande safena ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S854,Traumatismo da veia safena menor ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S855,Traumatismo da veia poplítea,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S857,Traumatismo de múltiplos vasos sangüíneos ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S858,Traumatismo de outros vasos sangüíneos ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S859,Traumatismo de vasos sangüíneos năo especificados ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S86,Traumatismos de músculo e de tendăo ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S860,Traumatismo do tendăo de aquiles,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S861,Traumatismo de outro(s) músculo(s) e tendăo(őes) do grupo muscular posterior ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S862,Traumatismo do(s) músculo(s) e tendăo(őes) do grupo muscular anterior ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S863,Traumatismo do(s) músculo(s) e tendăo(őes) do grupo muscular peronial ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S867,Traumatismo de múltiplos músculos e tendőes ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S868,Traumatismos de outros músculos e tendőes ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S869,Traumatismo de músculo e de tendăo năo especificado ao nível da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S87,Traumatismo por esmagamento da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S870,Traumatismo por esmagamento do joelho,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S878,Traumatismo por esmagamento de outra parte e de partes năo especificadas da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S88,Amputaçăo traumática da perna,Traumatismos do joelho e da perna
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S880,Amputaçăo traumática ao nível do joelho,Traumatismos do joelho e da perna
