CHAVE;DS_REGRA
408020270;REIMPLANTE OU REVASCULARIZAÇÃO AO NÍVEL DA MÃO E OUTROS DEDOS (EXCETO POLEGAR)
408020288;REIMPLANTE OU REVASCULARIZAÇÃO DO POLEGAR
408020296;REVISÃO CIRÚGICA DE COTO DE AMPUTAÇÃO DO MEMBRO SUPERIOR (EXCETO MÃO)
408020300;TENOSINOVECTOMIA EM MEMBRO SUPERIOR
408020318;TRANSPOSIÇÃO DA ULNA PARA O RÁDIO
408020326;TRATAMENTO CIRÚRGICO DE DEDO EM GATILHO
408020334;TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO
408020342;TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO)
408020350;TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DE EPI~CÔNDILO / EPITROCLEA DO ÚMERO
408020369;TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DO CÔNDILO / TRÓCLEA/APOFISE CORONÓIDE DO ULNA /
408020377;TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS
408020385;TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA SUPRACONDILIANA DO ÚMERO
408020393;TRATAMENTO CIRÚGICO DE FRATURA DA DIÁFISE DO ÚMERO
408020407;TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO
408020415;TRATAMENTO CIRÚRGICO DE FRATURA DE EXTREMIDADES / METÁFISE PROXIMAL DOS OSSOS DO ANTEBRAÇO
408020423;TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE)
408020431;TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA
408020440;TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO
408020458;TRATAMENTO CIRÚRGICO DE FRATURA-LUXAÇÃO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI
408020466;TRATAMENTO CIRÚRGICO DE FRATURAS DOS OSSOS DO CARPO
408020474;TRATAMENTO CIRÚRGICO DE GIGANTISMO DA MÃO
408020482;TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO
408020490;TRATAMENTO CIRÚRGICO DE LESÃO DA MUSCULATURA INTRÍNSECA DA MÃO
408020504;TRATAMENTO CIRÚRGICO DE LESÃO EVOLUTIVA FISARIA NO MEMBRO SUPERIOR
408020512;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO CARPO-METACARPIANA
408020520;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXACAO DOS OSSOS DO CARPO
408020539;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA
408020547;TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO
408020555;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA MÃO
408020563;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ANTEBRAÇO
408020571;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ÚMERO
408020580;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE AO NÍVEL DO COTOVELO
408020598;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE NA REGIÃO METAFISE-EPIFISÁRIA DISTAL DO RÁDIO E ULNA
408020601;TRATAMENTO CIRÚRGICO DE PSEUDO-RETARDO / CONSOLIDAÇÃO / PERDA ÓSSEA AO ÍIVEL DO CARPO
408020610;TRATAMENTO CIRÚRGICO DE ROTURA / DESINSERÇÃO / ARRANCAMENTO CAPSULO-TENO-LIGAMENTAR NA MÃO
408020628;TRATAMENTO CIRÚRGICO DE SINDACTILIA DA MÃO (POR ESPACO INTERDIGITAL)
408020636;TRATAMENTO CIRÚRGICO DE SINOSTOSE RÁDIO ULNAR
408020644;TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO
408030011;ARTRODESE CERVICAL / CERVICO TORÁCICA POSTERIOR CINCO NIVEIS
408030020;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR UM NIVEL
408030038;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR DOIS NÍVEIS
408030046;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR SEIS NÍVEIS
408030054;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR TRES NÍVEIS
408030062;ARTRODESE CERVICAL ANTERIOR TRÊS NIVEIS
408030070;ARTRODESE CERVICAL ANTERIOR DOIS NÍVEIS
408030089;ARTRODESE CERVICAL ANTERIOR C1-C2 VIA TRANS-ORAL / EXTRA-ORAL
408030097;ARTRODESE CERVICAL ANTERIOR CINCO NÍVEIS
408030100;ARTRODESE CERVICAL ANTERIOR QUATRO NÍVEIS
408030119;ARTRODESE CERVICAL ANTERIOR UM NÍVEL
408030127;ARTRODESE CERVICAL POSTERIOR C1-C2
408030135;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL UM NÍVEL
408030143;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NÍVEIS
408030151;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NÍVEIS
408030160;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NÍVEIS
408030178;ARTRODESE OCCIPTO-CERVICAL (C2) POSTERIOR
408030186;ARTRODESE OCCIPTO-CERVICAL (C3)POSTERIOR
408030194;ARTRODESE OCCIPTO-CERVICAL (C4)POSTERIOR
408030208;ARTRODESE OCCIPTO-CERVICAL (C5) POSTERIOR
408030216;ARTRODESE OCCIPTO-CERVICAL (C6)POSTERIOR
408030224;ARTRODESE OCCIPTO-CERVICAL (C7) POSTERIOR
408030232;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR UM NÍVEL
408030240;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR DOIS NIVEIS
408030259;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR, TRES NIVEIS,
408030267;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NÍVEL
408030275;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR TRÊS NIVEIS
408030283;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NÍVEIS
408030291;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NÍVEIS,
408030305;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NÍVEIS,
408030313;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NÍVEIS,
408030321;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SETE NIVEIS,
408030330;COSTO-TRANSVERSECTOMIA
408030348;COSTOPLASTIA (3 OU MAIS COSTELAS)
408030356;DESCOMPRESSÃO DA JUNÇÃO CRANIO-CERVICAL VIA TRANSORAL / RETROFARINGEA
408030364;DESCOMPRESSÃO OSSEA NA JUNÇÃO CRANIO-CERVICAL VIA POSTERIOR
408030372;DESCOMPRESSÃO OSSEA NA JUNÇÃO CRANIO-CERVICAL VIA POSTERIOR C/ DUROPLASTIA
408030380;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NÍVEL C/ MICROSCÓPIO)
408030399;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NÍVEL)
408030402;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NÍVEIS)
408030410;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NÍVEIS C/ MICROSCÓPIO)
408030429;DISCECTOMIA CERVICAL ANTERIOR (ATÉ 2 NÍVEIS C/ MICROSCÓPIO)
408030437;DISCECTOMIA CERVICAL POR VIA ANTERIOR (1 NÍVEL)
408030445;DISCECTOMIA CERVICAL POR VIA ANTERIOR (2 OU MAIS NÍVEIS)
408030453;DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (C/ 2 OU MAIS NÍVEIS)
408030461;DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (1 NÍVEL)
408030470;DRENAGEM CIRÚRGICA DO ILIOPSOAS
408030488;INSTALAÇÃO DE TRAÇÃO CRANIANA
408030500;RESSECÇÃO DE 2 OU MAIS CORPOS VERTEBRAIS CERVICAIS
408030518;RESSECÇÃO DE 2 OU MAIS CORPOS VERTEBRAIS TORACO-LOMBO-SACROS
408030526;RESSEÇÃO DE COCCIX
408030534;RESSECÇÃO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL / DISTAL A C2 (MAIS DE 2 SEGMENTOS)
408030542;RESSECÇÃO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL DISTAIL A C2 (AT 2 SEGMENTOS)
408030550;RESSECÇÃO DE UM CORPO VERTEBRAL CERVICAL
408030569;RESSECÇÃO DE UM CORPO VERTEBRAL TORACO-LOMBO-SACRO
408030577;RETIRADA DE CORPO ESTRANHO DA COLUNA CERVICAL POR VIA ANTERIOR
408030585;RETIRADA DE CORPO ESTRANHO DA COLUNA CERVICAL POR VIA POSTERIOR
408030593;RETIRADA DE CORPO ESTRANHO DA COLUNA TORACO-LOMBO-SACRA POR VIA ANTERIOR
408030607;RETIRADA DE CORPO ESTRANHO DA COLUNA TORACO-LOMBO-SACRA POR VIA POSTERIOR
408030615;REVISÃO DE ARTRODESE / TRATAMENTO CIRÚRGICO DE PSEUDARTOSE DA COLUNA TORACO-LOMBO-SACRA ANTERIOR
408030623;REVISÃO DE ARTRODESE / TRATAMENTO CIRÚRGICO DE PSEUDARTROSE DA COLUNA CERVICAL POSTERIOR
408030631;REVISÃO DE ARTRODESE / TRATAMENTO CIRÚRGICO DE PSEUDARTROSE DA COLUNA TORACO-LOMBO-SACRA POSTERIOR
408030640;REVISÃO DE ARTRODESE TRATAMENTO CIRÚRGICO DE PSEUDOARTORSE DA COLUNA CERVICAL ANTERIOR
408030658;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERO-POSTERIOR NOVE OU MAIS NÍVEIS
408030666;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR OITO NÍVEIS
408030674;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR QUATRO NÍVEIS
408030682;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR CINCO NÍVEIS
408030690;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR POSTERIOR ATÉ OITO NÍVEIS
408030704;VERTEBROPLASTIA POR DISPOSITIVO GUIADO EM UM NÍVEL
408030712;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SEIS NÍVEIS
408030720;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SETE NÍVEIS
408030739;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR OITO NIVEIS
408030747;TRATAMENTO CIRURGICO DE FRATURA NIVEL C1 - C2 POR VIA ANTERIOR (OSTEOSSINTESE)
408030755;TRATAMENTO CIRURGICO DE TORCICOLO CONGENITO
408030763;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR NOVE NIVEIS
408030771;TRATAMENTO CIRURGICO DESCOMPRESSIVO AO NIVEL DO DESFILADEIRO TORACICO
408030780;VERTEBROPLASTIA POR DISPOSITIVO GUIADO DOIS NIVEIS
408030798;VERTEBROPLASTIA POR DISPOSITIVO GUIADO TRES NIVEIS
408030801;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOZE NIVEIS OU MAIS
408030810;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DEZ NIVEIS
408030828;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR ONZE NÍVEIS
408030836;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR DOIS NÍVEIS
408030844;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR TRÊS NÍVEIS
408030852;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR CINCO NÍVEIS
408030860;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SEIS NÍVEIS
408030879;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR TRÊS NÍVEIS
408030887;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR QUATRO NÍVEIS
408030895;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOIS NIVEIS
408030909;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SETE NÍVEIS
408030917;ARTRODESE CERVICAL / CERVICO TORÁCICA POSTERIOR QUATRO NÍVEIS
408040017;ARTRODESE COXOFEMORAL
408040025;ARTRODESE DA SÍNFISE PÚBICA
408040033;ARTRODESE DE ARTICULAÇÕES SACROILIACAS
408040041;ARTROPLASTIA DE QUADRIL (NÃO CONVENCIONAL)
408040050;ARTROPLASTIA PARCIAL DE QUADRIL
408040068;ARTROPLASTIA TOTAL DE CONVERSÃO DO QUADRIL
408040076;ARTROPLASTIA DE REVISÃO OU RECONSTRUÇÃO DO QUADRIL
408040084;ARTROPLASTIA TOTAL PRIMÁRIA DO QUADRIL CIMENTADA
408040092;ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NÃO CIMENTADA / HÍBRIDA
408040106;DESARTICULAÇÃO COXOFEMORAL
408040114;DESARTICULAÇÃO INTERÍLIO-ABDOMINAL
408040122;EPIFISIODESE DO TROCANTER MAIOR DO FÊMUR
408040130;EPIFISIODESE FEMORAL PROXIMAL IN SITU
408040149;OSTECTOMIA DA PELVE
408040157;OSTEOTOMIA DA PELVE
408040165;RECONSTRUÇÃO OSTEOPLASTICA DO QUADRIL
408040173;REDUÇÃO INCRUENTA C/ MANIPULAÇÃO DE LUXAÇÃO ESPONTANEA / PROGRESSIVA DO QUADRIL COM APLICAÇÃO
408040181;REDUÇÃO INCRUENTA DE LUXAÇÃO CONGÊNITA COXOFEMORAL
408040190;REDUÇÃO INCRUENTA DE LUXAÇÃO COXOFEMORAL TRAUMÁTICA / PÓS-ARTROPLASTIA
408040203;REDUÇÃO INCRUENTA DISJUNÇÃO / LUXAÇÃO / FRATURA / FRATURA-LUXAÇÃO AO NÍVEL DO ANEL PÉLVICO
408040211;RETIRADA DE ENXERTO AUTÓGENO DE ILÍACO
408040220;REVISÃO CIRÚRGICA DE LUXAÇÃO COXOFEMORAL CONGÊNITA
408040238;TRANSPOSIÇÃO / ALONGAMENTO MIOTENDINOSO DO ILIOPSOAS EM DOENÇA NEUROMUSCULAR
408040246;TRATAMENTO CIRÚRGICO DA AVULSÃO DE TUBEROSIDADES / ESPINHAS E CRISTA ILÍACA S/ LESÃO DO ANEL PÉL
408040254;TRATAMENTO CIRÚRGICO DE ASSOCIAÇÃO FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO / DISJUNÇÃO DO ANEL P
408040262;TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO / DISJUNÇÃO DO ANEL PÉLVICO ANTER
408040270;TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO DO COCCIX
408040289;TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO COXOFEMORAL C/ FRATURA DA EPÍFISE FEMORAL
408040297;TRATAMENTO CIRÚRGICO DE FRATURA DO ACETÁBULO
408040300;TRATAMENTO CIRÚRGICO DE FRATURA DO SACRO
408040319;TRATAMENTO CIRÚRGICO DE FRATURA-LUXAÇÃO DA ARTICULAÇÃO COXOFEMORAL (DUPLO ACESSO)
408040327;TRATAMENTO CIRURGICO DE LUXACAO COXO-FEMORAL CONGENITA
408040335;TRATAMENTO CIRURGICO DE LUXACAO COXO-FEMORAL TRAUMATICA / POS-ARTROPLASTIA
408040343;TRATAMENTO CIRURGICO DE LUXACAO ESPONTANEA / PROGRESSIVA / PARALITICA DO QUADRIL
408040351;TRATAMENTO DE ARTICULACAO COXO-FEMORAL C/ IMOBILIZACAO GESSADA
408050012;AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES
408050020;AMPUTACAO / DESARTICULACAO DE PE E TARSO
408050039;ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO INFERIOR
408050047;ARTROPLASTIA DE JOELHO (NAO CONVENCIONAL)
408050055;ARTROPLASTIA TOTAL DE JOELHO - REVISAO / RECONSTRUCAO
408050063;ARTROPLASTIA TOTAL PRIMARIA DO JOELHO
408050071;ARTROPLASTIA UNICOMPARTIMENTAL PRIMARIA DO JOELHO
408050080;FASCIOTOMIA DE MEMBROS INFERIORES
408050098;INSTALACAO DE TRACAO ESQUELETICA DO MEMBRO INFERIOR
408050101;PATELECTOMIA TOTAL OU PARCIAL
408050110;QUADRICEPSPLASTIA
408050128;REALINHAMENTO DO MECANISMO EXTENSOR DO JOELHO
408050136;RECONSTRUCAO DE TENDAO PATELAR / TENDAO QUADRICIPITAL
408050144;RECONSTRUCAO LIGAMENTAR DO TORNOZELO
408050152;RECONSTRUCAO LIGAMENTAR EXTRA-ARTICULAR DO JOELHO
408050160;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR)
408050179;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR C/ OU S/ ANTERIOR)
408050187;RECONSTRUCAO OSTEOPLASTICA DO JOELHO
408050195;REDUCAO INCRUENTA DA LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTERFALANGIANA DO PE
408050209;REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DOS METATARSIANOS
408050217;REDUCAO INCRUENTA DE FRATURA / LUXACAO / FRATURA-LUXACAO DO TORNOZELO
408050225;REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA DISTAL DA TIBIA C/ OU S/ FRATURA DA FIBULA
408050233;REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA PROXIMAL DO FEMUR
408050241;REDUCAO INCRUENTA DE FRATURA DOS OSSOS DO TARSO
408050250;REDUCAO INCRUENTA DE FRATURA OU LESAO FISARIA DO JOELHO
408050268;REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO JOELHO
408050276;REDUCAO INCRUENTA DE LUXACAO FEMURO-PATELAR
408050284;REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO SUBTALAR E INTRATARSICA
408050292;REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO TARSO-METATARSICA
408050306;REIMPLANTE AO NIVEL DA COXA ATE O TERCO PROXIMAL DA PERNA
408050314;REIMPLANTE DO TERCO MEDIO DA PERNA ATE O PE
408050322;REPARO DE BAINHA TENDINOSA AO NIVEL DO TORNOZELO
408050330;REVISAO CIRURGICA DE COTO DE AMPUTACAO EM MEMBRO INFERIOR (EXCETO DEDOS DO PE)
408050349;REVISAO CIRURGICA DO PE TORTO CONGENITO
408050357;SINDACTILIA CIRURGICA DOS DEDOS DO PE (PROCEDIMENTO TIPO KELIKIAN)
408050365;TALECTOMIA
408050373;TENOSINOVECTOMIA EM MEMBRO INFERIOR
408050381;TRANSFERENCIA DO GRANDE TROCANTER (PROCEDIMENTO ISOLADO)
408050390;TRANSFERENCIA MUSCULAR / TENDINOSA NO MEMBRO INFERIOR
408050403;TRANSPLANTE DE MENISCO
408050411;TRANSPOSICAO DA FIBULA PARA A TIBIA
408050420;TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES
408050438;TRATAMENTO CIRURGICO DE AVULSAO DO GRANDE E DO PEQUENO TROCANTER
408050446;TRATAMENTO CIRURGICO DE COALIZAO TARSAL
408050454;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE OSSOS DO MEDIO-PE
408050462;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS
408050470;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS
408050489;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE)
408050497;TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO
408050500;TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA
408050519;TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR
408050527;TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA
408050535;TRATAMENTO CIRÚRGICO DE FRATURA DO CALCÂNEO
408050543;TRATAMENTO CIRÚRGICO DE FRATURA DO PILÃO TIBIAL
408050551;TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL
408050560;TRATAMENTO CIRÚRGICO DE FRATURA DO TALUS
408050578;TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR
408050586;TRATAMENTO CIRÚRGICO DE FRATURA INTERCONDILEANA / DOS CÔNDILOS DO FÊMUR
408050594;TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA AO NÍVEL DO JOELHO
408050608;TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA DISTAL DE TÍBIA
408050616;TRATAMENTO CIRÚRGICO DE FRATURA SUBTROCANTERIANA
408050624;TRATAMENTO CIRÚRGICO DE FRATURA SUPRACONDILEANA DO FÊMUR (METÁFISE DISTAL)
408050632;TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA
408050640;TRATAMENTO CIRÚRGICO DE GIGANTISMO DO PÉ
408050659;TRATAMENTO CIRÚRGICO DE HALUX VALGUS C/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO
408050667;TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO)
408050675;TRATAMENTO CIRÚRGICO DE LESÃO EVOLUTIVA FISÁRIA NO MEMBRO INFERIOR
408050683;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO AO NÍVEL DO JOELHO
408050691;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO-FALANGIANA / INTER-FALANGIANA
408050705;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO SUBTALAR E INTRA-TARSICA
408050713;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO TARSO-METATARSICA
408050721;TRATAMENTO CIRÚRGICO DE METATARSO PRIMO VARO
408050730;TRATAMENTO CIRÚRGICO DE PÉ CAVO
408050748;TRATAMENTO CIRÚRGICO DE PÉ PLANO VALGO
408050756;TRATAMENTO CIRÚRGICO DE PÉ TALO VERTICAL
408050764;TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO
408050772;TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO INVETERADO
408050780;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA AO NÍVEL DO TARSO
408050799;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE DO FÊMU
408050802;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA REGIÃO TROCANTER
408050810;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO COLO DO FÊMUR
408050829;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO PÉ
408050837;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA METÁFISE DISTAL DO
408050845;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO AO NÍVEL DO JOELHO
408050853;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE CONGÊNITA DA TÍBIA
408050861;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE TIBIAL
408050870;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO/ PERDA ÓSSEA DA METÁFISE TIBIAL
408050888;TRATAMENTO CIRÚRGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL
408050896;TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL
408050900;TRATAMENTO CIRÚRGICO DO HALUX RIGIDUS
408050918;TRATAMENTO CIRÚRGICO DO HALUX VALGUS S/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO
408050926;TRATAMENTO DAS LESÕES OSTEO-CONDRAIS POR FIXAÇÃO OU MOSAICOPLASTIA JOELHO/TORNOZELO
408060018;ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO
408060026;ALONGAMENTO E/OU TRANSPORTE DE OSSOS DA MÃO E/OU DO PÉ
408060034;ALONGAMENTO E/OU TRANSPORTE ÓSSEO DE OSSOS LONGOS (EXCETO DA MÃO E DO PÉ)
408060042;AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO
408060050;ARTRODESE DE PEQUENAS ARTICULAÇÕES
408060069;ARTROPLASTIA DE RESSECÇÃO DE MÉDIA / GRANDE ARTICULAÇÃO
408060077;ARTROPLASTIA DE RESSECÇÃO DE PEQUENAS ARTICULAÇÕES
408060085;BURSECTOMIA
408060093;DESCOMPRESSÃO COM ESVAZIAMENTO MEDULAR POR BROCAGEM / VIA CORTICOTOMIA
408060107;DIAFISECTOMIA DE OSSOS LONGOS
408060115;ENCURTAMENTO DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ
408060123;EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE MÉDIAS / GRANDES ARTICULAÇÕES
408060131;EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULAÇÕES
408060140;FASCIECTOMIA
408060158;MANIPULAÇÃO ARTICULAR
408060166;OSTECTOMIA DE OSSOS DA MÃO E/OU DO PÉ
408060174;OSTECTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ
